audit_id,file_path,audit_name,category,category_number,subcategory,tier,status,automatable,severity,estimated_duration,requires_runtime,requires_physical_access,requires_human_evaluation,requires_interviews,discovery,prd,task_decomposition,specification,implementation,testing,integration,deployment,post_production
gamification-behavioral.engagement-ethics.minor-protection,22-gamification-behavioral/engagement-ethics/minor-protection.yaml,Minor Protection Audit,gamification-behavioral,22,engagement-ethics,expert,active,partial,critical,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.engagement-ethics.quit-point-accessibility,22-gamification-behavioral/engagement-ethics/quit-point-accessibility.yaml,Quit Point Accessibility Audit,gamification-behavioral,22,engagement-ethics,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.engagement-ethics.time-investment-transparency,22-gamification-behavioral/engagement-ethics/time-investment-transparency.yaml,Time Investment Transparency Audit,gamification-behavioral,22,engagement-ethics,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.feedback-loops.habit-formation-ethics,22-gamification-behavioral/feedback-loops/habit-formation-ethics.yaml,Habit Formation Ethics Audit,gamification-behavioral,22,feedback-loops,phd,active,manual,critical,4-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.feedback-loops.learning-reinforcement,22-gamification-behavioral/feedback-loops/learning-reinforcement.yaml,Learning Reinforcement Audit,gamification-behavioral,22,feedback-loops,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.feedback-loops.negative-feedback-prevention,22-gamification-behavioral/feedback-loops/negative-feedback-prevention.yaml,Negative Feedback Prevention Audit,gamification-behavioral,22,feedback-loops,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.feedback-loops.positive-feedback-loop,22-gamification-behavioral/feedback-loops/positive-feedback-loop.yaml,Positive Feedback Loop Audit,gamification-behavioral,22,feedback-loops,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.progression-systems.level-tier-design,22-gamification-behavioral/progression-systems/level-tier-design.yaml,Level/Tier Design Audit,gamification-behavioral,22,progression-systems,phd,active,partial,medium,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.progression-systems.milestone-design,22-gamification-behavioral/progression-systems/milestone-design.yaml,Milestone Design Audit,gamification-behavioral,22,progression-systems,expert,active,partial,medium,2-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.progression-systems.pacing,22-gamification-behavioral/progression-systems/pacing.yaml,Pacing Audit,gamification-behavioral,22,progression-systems,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.progression-systems.progress-visualization,22-gamification-behavioral/progression-systems/progress-visualization.yaml,Progress Visualization Audit,gamification-behavioral,22,progression-systems,phd,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.progression-systems.skill-tree-path-design,22-gamification-behavioral/progression-systems/skill-tree-path-design.yaml,Skill Tree/Path Design Audit,gamification-behavioral,22,progression-systems,expert,active,partial,medium,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.progression-systems.unlockable-content,22-gamification-behavioral/progression-systems/unlockable-content.yaml,Unlockable Content Audit,gamification-behavioral,22,progression-systems,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.reward-systems.reward-fairness,22-gamification-behavioral/reward-systems/reward-fairness.yaml,Reward Fairness Audit,gamification-behavioral,22,reward-systems,phd,active,partial,high,4-6 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.reward-systems.reward-inflation,22-gamification-behavioral/reward-systems/reward-inflation.yaml,Reward Inflation Audit,gamification-behavioral,22,reward-systems,phd,active,partial,medium,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.reward-systems.reward-schedule,22-gamification-behavioral/reward-systems/reward-schedule.yaml,Reward Schedule Audit,gamification-behavioral,22,reward-systems,phd,active,partial,high,4-6 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.reward-systems.reward-value-perception,22-gamification-behavioral/reward-systems/reward-value-perception.yaml,Reward Value Perception Audit,gamification-behavioral,22,reward-systems,phd,active,manual,medium,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.reward-systems.streak-mechanism,22-gamification-behavioral/reward-systems/streak-mechanism.yaml,Streak Mechanism Audit,gamification-behavioral,22,reward-systems,phd,active,partial,high,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.reward-systems.unexpected-reward-pattern,22-gamification-behavioral/reward-systems/unexpected-reward-pattern.yaml,Unexpected Reward Pattern Audit,gamification-behavioral,22,reward-systems,phd,active,manual,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.social-mechanics.collaboration-incentive,22-gamification-behavioral/social-mechanics/collaboration-incentive.yaml,Collaboration Incentive Audit,gamification-behavioral,22,social-mechanics,expert,active,manual,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.social-mechanics.competition-balance,22-gamification-behavioral/social-mechanics/competition-balance.yaml,Competition Balance Audit,gamification-behavioral,22,social-mechanics,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.social-mechanics.leaderboard-design,22-gamification-behavioral/social-mechanics/leaderboard-design.yaml,Leaderboard Design Audit,gamification-behavioral,22,social-mechanics,phd,active,partial,high,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.social-mechanics.social-comparison-ethics,22-gamification-behavioral/social-mechanics/social-comparison-ethics.yaml,Social Comparison Ethics Audit,gamification-behavioral,22,social-mechanics,expert,active,manual,high,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.social-mechanics.social-proof-usage,22-gamification-behavioral/social-mechanics/social-proof-usage.yaml,Social Proof Usage Audit,gamification-behavioral,22,social-mechanics,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.delight-positive-emotion.empty-state-warmth,23-emotional-design-trust/delight-positive-emotion/empty-state-warmth.yaml,Empty State Warmth Audit,emotional-design-trust,23,delight-positive-emotion,expert,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.delight-positive-emotion.micro-interaction-quality,23-emotional-design-trust/delight-positive-emotion/micro-interaction-quality.yaml,Micro-Interaction Quality Audit,emotional-design-trust,23,delight-positive-emotion,phd,active,manual,medium,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.delight-positive-emotion.personality-brand-voice,23-emotional-design-trust/delight-positive-emotion/personality-brand-voice.yaml,Personality/Brand Voice Audit,emotional-design-trust,23,delight-positive-emotion,phd,active,manual,medium,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.delight-positive-emotion.success-celebration,23-emotional-design-trust/delight-positive-emotion/success-celebration.yaml,Success Celebration Audit,emotional-design-trust,23,delight-positive-emotion,phd,active,manual,medium,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.delight-positive-emotion.surprise-and-delight,23-emotional-design-trust/delight-positive-emotion/surprise-and-delight.yaml,Surprise and Delight Audit,emotional-design-trust,23,delight-positive-emotion,phd,active,manual,low,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.error-failure-emotion.apology-appropriateness,23-emotional-design-trust/error-failure-emotion/apology-appropriateness.yaml,Apology Appropriateness Audit,emotional-design-trust,23,error-failure-emotion,expert,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.error-failure-emotion.blame-attribution,23-emotional-design-trust/error-failure-emotion/blame-attribution.yaml,Blame Attribution Audit,emotional-design-trust,23,error-failure-emotion,expert,active,partial,high,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.error-failure-emotion.compensation-communication,23-emotional-design-trust/error-failure-emotion/compensation-communication.yaml,Compensation Communication Audit,emotional-design-trust,23,error-failure-emotion,expert,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.error-failure-emotion.error-message-tone,23-emotional-design-trust/error-failure-emotion/error-message-tone.yaml,Error Message Tone Audit,emotional-design-trust,23,error-failure-emotion,expert,active,partial,high,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.error-failure-emotion.failure-recovery-support,23-emotional-design-trust/error-failure-emotion/failure-recovery-support.yaml,Failure Recovery Support Audit,emotional-design-trust,23,error-failure-emotion,expert,active,manual,high,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.relationship-building.farewell-churn-experience,23-emotional-design-trust/relationship-building/farewell-churn-experience.yaml,Farewell/Churn Experience Audit,emotional-design-trust,23,relationship-building,expert,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.relationship-building.loyalty-recognition,23-emotional-design-trust/relationship-building/loyalty-recognition.yaml,Loyalty Recognition Audit,emotional-design-trust,23,relationship-building,expert,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.relationship-building.milestone-acknowledgment,23-emotional-design-trust/relationship-building/milestone-acknowledgment.yaml,Milestone Acknowledgment Audit,emotional-design-trust,23,relationship-building,expert,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.relationship-building.re-engagement-tone,23-emotional-design-trust/relationship-building/re-engagement-tone.yaml,Re-engagement Tone Audit,emotional-design-trust,23,relationship-building,expert,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.relationship-building.welcome-experience,23-emotional-design-trust/relationship-building/welcome-experience.yaml,Welcome Experience Audit,emotional-design-trust,23,relationship-building,expert,active,manual,high,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.social-proof.case-study-quality,23-emotional-design-trust/social-proof/case-study-quality.yaml,Case Study Quality Audit,emotional-design-trust,23,social-proof,phd,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.social-proof.endorsement-disclosure,23-emotional-design-trust/social-proof/endorsement-disclosure.yaml,Endorsement Disclosure Audit,emotional-design-trust,23,social-proof,phd,active,manual,high,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.social-proof.influencer-partner-clarity,23-emotional-design-trust/social-proof/influencer-partner-clarity.yaml,Influencer/Partner Clarity Audit,emotional-design-trust,23,social-proof,expert,active,manual,medium,1-2 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.social-proof.review-system-integrity,23-emotional-design-trust/social-proof/review-system-integrity.yaml,Review System Integrity Audit,emotional-design-trust,23,social-proof,phd,active,partial,high,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.social-proof.testimonial-authenticity,23-emotional-design-trust/social-proof/testimonial-authenticity.yaml,Testimonial Authenticity Audit,emotional-design-trust,23,social-proof,phd,active,partial,high,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.social-proof.user-count-statistic-display,23-emotional-design-trust/social-proof/user-count-statistic-display.yaml,User Count/Statistic Display Audit,emotional-design-trust,23,social-proof,expert,active,partial,medium,1-2 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.trust-signals.certification-display,23-emotional-design-trust/trust-signals/certification-display.yaml,Certification Display Audit,emotional-design-trust,23,trust-signals,phd,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.trust-signals.company-information-transparency,23-emotional-design-trust/trust-signals/company-information-transparency.yaml,Company Information Transparency Audit,emotional-design-trust,23,trust-signals,phd,active,manual,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.trust-signals.contact-information-visibility,23-emotional-design-trust/trust-signals/contact-information-visibility.yaml,Contact Information Visibility Audit,emotional-design-trust,23,trust-signals,expert,active,partial,medium,1-2 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.trust-signals.professional-design-quality,23-emotional-design-trust/trust-signals/professional-design-quality.yaml,Professional Design Quality Audit,emotional-design-trust,23,trust-signals,phd,active,manual,high,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.trust-signals.security-badge-placement,23-emotional-design-trust/trust-signals/security-badge-placement.yaml,Security Badge Placement Audit,emotional-design-trust,23,trust-signals,phd,active,partial,high,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
emotional-design-trust.trust-signals.trust-seal-validity,23-emotional-design-trust/trust-signals/trust-seal-validity.yaml,Trust Seal Validity Audit,emotional-design-trust,23,trust-signals,phd,active,partial,high,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
compliance-governance.certifications-attestations.certification-scope,24-compliance-governance/certifications-attestations/certification-scope.yaml,Certification Scope Audit,compliance-governance,24,certifications-attestations,expert,active,partial,high,4-8 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,Yes,Yes
